publisher,title,summary,pubdate,link,thumblink
New York Times,"Uber Wants to Sell You Train Tickets. And Be Your Bus Service, Too.","The ride-hailing company, craving growth, is looking to public transit for riders and revenue. Cities aren’t sure whether to welcome it.","Thu, 08 Aug 2019 18:14:23 +0000",https://www.nytimes.com/2019/08/07/technology/uber-train-bus-public-transit.html?emc=rss&partner=rss,https://static01.nyt.com/images/2019/08/06/business/00ubertransit/00ubertransit-moth.jpg
New York Times,"Wait, People Pay for Tinder?","Like a mobile game, the dating app offers paid features that increase the odds of success. Lots of people are buying.","Thu, 08 Aug 2019 05:26:13 +0000",https://www.nytimes.com/2019/08/06/style/tinder-gold.html?emc=rss&partner=rss,https://static01.nyt.com/images/2019/08/08/fashion/06tinder-1/06tinder-1-moth.jpg
New York Times,Legal Shield for Websites Rattles Under Onslaught of Hate Speech,"Section 230, from a 1996 federal law, was meant to protect young internet companies from liability. Now lawmakers are threatening to change it.","Tue, 06 Aug 2019 22:32:06 +0000",https://www.nytimes.com/2019/08/06/technology/section-230-hate-speech.html?emc=rss&partner=rss,https://static01.nyt.com/images/2019/08/05/business/05techshield1/05techshield1-moth.jpg
New York Times,Deadly Germ Research Is Shut Down at Army Lab Over Safety Concerns,Problems with disposal of dangerous materials led the government to suspend research at the military’s leading biodefense center.,"Tue, 06 Aug 2019 15:02:00 +0000",https://www.nytimes.com/2019/08/05/health/germs-fort-detrick-biohazard.html?emc=rss&partner=rss,https://static01.nyt.com/images/2019/08/05/science/05germlab1/05germlab1-moth.jpg
New York Times,"Behind the Scenes, 8chan Scrambles to Get Back Online","In a digital chain effect, tech providers pulled support for 8chan, illustrating a complex network of companies that are crucial to keeping websites up.","Tue, 06 Aug 2019 00:13:23 +0000",https://www.nytimes.com/2019/08/05/technology/8chan-website-online.html?emc=rss&partner=rss,https://static01.nyt.com/images/2019/08/05/business/058chanscramble3/058chanscramble3-moth.jpg
New York Times,Why Banning 8chan Was So Hard for Cloudflare: ‘No One Should Have That Power’,"In a pair of interviews, Cloudflare's chief executive was torn about the decision. On one hand, 8chan was clearly reprehensible. But banning the site could set a bad precedent","Tue, 06 Aug 2019 04:41:19 +0000",https://www.nytimes.com/2019/08/05/technology/8chan-cloudflare-el-paso.html?emc=rss&partner=rss,https://static01.nyt.com/images/2019/08/05/business/05roose1/05roose1-moth.jpg
New York Times,Senators Urge Google to Give Temporary Workers Full-Time Status,"Temps and contractors outnumber permanent employees at the company, allowing it to maintain labor flexibility and save money.","Mon, 05 Aug 2019 16:22:55 +0000",https://www.nytimes.com/2019/08/05/technology/senate-google-temp-workers.html?emc=rss&partner=rss,https://static01.nyt.com/images/2019/08/05/business/05googletemp1/05googletemp1-moth.jpg
New York Times,"‘Shut the Site Down,’ Says the Creator of 8chan, a Megaphone for Gunmen","The site is a venue for extremists to test out ideas, share violent literature, and cheer on the perpetrators of mass killings.","Mon, 05 Aug 2019 21:45:33 +0000",https://www.nytimes.com/2019/08/04/technology/8chan-shooting-manifesto.html?emc=rss&partner=rss,https://static01.nyt.com/images/2019/08/06/business/06roose1/05roose1-moth.jpg
New York Times,A Brain Scan May Predict Alzheimer’s. Should You Get One?,"One expert warns of “unintended downsides,” including overuse of only modestly effective medications.","Tue, 06 Aug 2019 05:00:17 +0000",https://www.nytimes.com/2019/08/02/health/alzheimers-brain-scan.html?emc=rss&partner=rss,
New York Times,Fortnite Fortunes and Freakouts: Parents Grapple With an Obsession,"Fortnite, the widely popular video game, can lead to big financial wins for teenagers. But Times readers say its use also has parents struggling over when to say enough.","Sat, 03 Aug 2019 06:14:04 +0000",https://www.nytimes.com/2019/08/02/reader-center/fortnite-families-parenting.html?emc=rss&partner=rss,https://static01.nyt.com/images/2019/08/01/pageoneplus/01rc-fortnite/01rc-fortnite-moth.jpg
New York Times,The Math Equation That Tried to Stump the Internet,"Sometimes BODMAS is just PEMDAS by another name. And no, the answer is not 100.","Wed, 07 Aug 2019 21:17:35 +0000",https://www.nytimes.com/2019/08/02/science/math-equation-pedmas-bemdas-bedmas.html?emc=rss&partner=rss,https://static01.nyt.com/images/2019/08/02/science/02EQUATION1/02EQUATION1-moth.jpg
BBC News,Hong Kong protesters turn to Uber and Pokemon,Demonstrators make use of high-tech services to keep their struggle alive and evade being tracked.,"Fri, 09 Aug 2019 10:43:31 GMT",https://www.bbc.co.uk/news/technology-49280726,
BBC News,Huawei announces its new Harmony operating system,It will power smart gadgets but will not immediately replace Android in Huawei's phones.,"Fri, 09 Aug 2019 10:41:24 GMT",https://www.bbc.co.uk/news/technology-49291481,
BBC News,Facebook faces legal fight over facial recognition,A US court decision means Facebook could face a big damages claim over its use of facial recognition data.,"Fri, 09 Aug 2019 11:16:44 GMT",https://www.bbc.co.uk/news/technology-49291661,
BBC News,Uber shares tumble as profit figures disappoint Wall Street,Investors take flight as the taxi-hailing company reports its biggest quarterly loss.,"Thu, 08 Aug 2019 21:38:29 GMT",https://www.bbc.co.uk/news/business-49287489,
BBC News,Gay dating apps still leaking location data,"Some of the most popular gay apps, including Grindr and Recon, expose their users' locations.","Thu, 08 Aug 2019 09:07:14 GMT",https://www.bbc.co.uk/news/technology-49265245,
BBC News,Three Ireland wrongly bills customers for data roaming fees,Subscribers complain of being charged large sums and in some cases of having their service cut off.,"Thu, 08 Aug 2019 10:40:07 GMT",https://www.bbc.co.uk/news/technology-49277839,
BBC News,Black Hat: GDPR privacy law exploited to reveal personal data,One in four firms holding a test subject's data released it to her partner without her permission.,"Thu, 08 Aug 2019 16:00:01 GMT",https://www.bbc.co.uk/news/technology-49252501,
BBC News,"Oyster card accounts hacked, confirms Transport for London","Some 1,200 customer accounts are affected and TfL have temporarily suspended online access.","Thu, 08 Aug 2019 15:07:11 GMT",https://www.bbc.co.uk/news/uk-england-london-49282429,
BBC News,Instagram removes ad company after 'data grab',Instagram tells a US marketing company to stop building profiles of its users.,"Thu, 08 Aug 2019 12:51:14 GMT",https://www.bbc.co.uk/news/technology-49277889,
BBC News,Locals ‘kicked out of their homes for holiday lets',Valencia is one of the cities in Europe fighting back against holiday rental websites.,"Thu, 08 Aug 2019 23:07:05 GMT",https://www.bbc.co.uk/news/world-europe-49285719,
BBC News,Galaxy Note 10: Hands on with Samsung's two new smartphones,The new handsets can blur video backgrounds and decipher messy handwriting.,"Wed, 07 Aug 2019 20:00:01 GMT",https://www.bbc.co.uk/news/technology-49265250,
BBC News,Lorry stuck on notoriously steep Tower Hill,The area was blocked off while the lorry was moved.,"Thu, 08 Aug 2019 10:45:59 GMT",https://www.bbc.co.uk/news/uk-wales-49278763,
BBC News,8chan founder: I regret my creation,"The founder of 8chan, Fredrick Brennan, says he regrets creating the website.","Tue, 06 Aug 2019 16:27:37 GMT",https://www.bbc.co.uk/news/technology-49249575,
BBC News,Why young Indians are live streaming on social media,"Hoping to be social media stars, young Indians are joining a live streaming app called Bigo Live","Mon, 05 Aug 2019 16:19:09 GMT",https://www.bbc.co.uk/news/business-49238069,
BBC News,Video games studios 'do not need to be in big cities',Companies and academics say Wales has everything required to succeed in the video games industry.,"Sat, 03 Aug 2019 00:38:52 GMT",https://www.bbc.co.uk/news/uk-wales-49169976,
BBC News,Women in labour given virtual reality to ease pain of childbirth,"Virtual reality headsets, aimed at reducing the pain of women in labour, are being trialled.","Thu, 08 Aug 2019 23:57:05 GMT",https://www.bbc.co.uk/news/uk-wales-49280154,
BBC News,Tesla motors make classic Ferraris go faster,"Electric cars have to be as cool as petrol ones to really take off, and these engineers think they can be","Thu, 08 Aug 2019 23:05:53 GMT",https://www.bbc.co.uk/news/business-48956000,
BBC News,8chan: Where are users going now?,"The site's owner says a million people are now ""looking for a home"" after 8chan was driven offline.","Tue, 06 Aug 2019 15:39:06 GMT",https://www.bbc.co.uk/news/technology-49249574,
BBC News,I gave my DNA away. Can I get it back?,Why are people selling the very core of their identity to private firms?,"Sun, 04 Aug 2019 00:10:52 GMT",https://www.bbc.co.uk/news/technology-48110894,
BBC News,"If one drone isn't enough, try a drone swarm","Co-operating flying drones could survey crops very quickly, but at what cost?","Mon, 05 Aug 2019 23:17:17 GMT",https://www.bbc.co.uk/news/business-49177704,
BBC News,What is 8chan?,A website has been linked to terrorist attacks in New Zealand and Texas. But what exactly is it?,"Mon, 05 Aug 2019 12:38:00 GMT",https://www.bbc.co.uk/news/blogs-trending-49233767,
Buzzfeed,Zillow Is Buying And Selling Lots Of Homes And It's Almost Half Its Business Now,Zillow made more than 40% of its revenue last quarter from selling homes.View Entire Post &rsaquo;,"Wed, 07 Aug 2019 22:12:46 -0400",https://www.buzzfeednews.com/article/venessawong/zillow-offers-ibuyer-flip-housing-q2-2019,https://img.buzzfeed.com/buzzfeed-static/static/2019-08/7/21/campaign_images/3a44a4fad2b2/zillow-makes-nearly-half-its-sales-now-from-flipp-2-710-1565211930-0_dblbig.jpg
Buzzfeed,Phones Like The Galaxy Note 10 Are Too Big. Samsung Is Doing The Only Thing It Can.,"The Galaxy Note 10 is fast, thin, light — and without a headphone jack.View Entire Post &rsaquo;","Thu, 08 Aug 2019 15:26:21 -0400",https://www.buzzfeednews.com/article/nicolenguyen/samsung-galaxy-note-10-release-date-price,https://img.buzzfeed.com/buzzfeed-static/static/2019-08/7/16/tmp/2b56059249d1/tmp-name-2-384-1565196227-0_dblbig.jpg
Buzzfeed,The Philippines Was A Test Of Facebook’s New Approach To Countering Disinformation. Things Got Worse.,Disinformation campaigns in the Philippines ahead of its 2016 election offered a preview of things to come to the United States. History may be repeating itself in 2020.View Entire Post &rsaquo;,"Fri, 09 Aug 2019 02:30:12 -0400",https://www.buzzfeednews.com/article/craigsilverman/2020-philippines-disinformation,https://img.buzzfeed.com/buzzfeed-static/static/2019-08/9/2/campaign_images/0479fd7e1f08/the-philippines-was-a-test-of-facebooks-new-appro-2-933-1565317807-0_dblbig.jpg
Buzzfeed,The El Paso And Dayton Shootings Show How Disinformation Spreads On Messaging Apps,"“It becomes harder and harder for us, particularly going into 2020.”View Entire Post &rsaquo;","Thu, 08 Aug 2019 09:26:32 -0400",https://www.buzzfeednews.com/article/janelytvynenko/telegram-disinformation-fake-news,https://img.buzzfeed.com/buzzfeed-static/static/2019-08/7/16/campaign_images/b9c526b6204c/the-el-paso-and-dayton-shootings-show-how-disinfo-2-2813-1565194994-0_dblbig.jpg
Buzzfeed,Far-Right Haven Gab.com Had Its Fundraising Site Shut Down By Amazon,"“This site promotes content that constitutes hate speech and is unacceptable,” a spokesperson for Amazon told BuzzFeed News.View Entire Post &rsaquo;","Wed, 07 Aug 2019 20:26:21 -0400",https://www.buzzfeednews.com/article/ryanmac/far-right-haven-gabcom-had-its-fundraising-site-shut-down,https://img.buzzfeed.com/buzzfeed-static/static/2019-08/7/9/campaign_images/fce3ef31470b/far-right-haven-gabcom-had-its-fundraising-site-s-2-1703-1565168457-0_dblbig.jpg
Buzzfeed,WhatsApp Is Fighting To Keep Millions Of Users Untraceable,WhatsApp is “a space for private conversations online.” An Indian court could make it public.View Entire Post &rsaquo;,"Fri, 09 Aug 2019 14:26:26 -0400",https://www.buzzfeednews.com/article/pranavdixit/whatsapp-is-fighting-to-keep-indias-government-out-of-your,https://img.buzzfeed.com/buzzfeed-static/static/2019-08/9/7/campaign_images/b81e6c212778/whatsapp-is-fighting-to-keep-millions-of-users-un-2-1424-1565335296-0_dblbig.jpg
Buzzfeed,All Those Texts You Receive From Political Campaigns Actually Work,"According to new research, people who get texted are one percent more likely to vote.View Entire Post &rsaquo;","Tue, 06 Aug 2019 16:05:09 -0400",https://www.buzzfeednews.com/article/josephbernstein/all-those-texts-you-receive-from-political-campaigns,https://img.buzzfeed.com/buzzfeed-static/static/2019-08/6/16/campaign_images/8254a9adf824/all-those-texts-you-receive-from-political-campai-2-4253-1565107504-0_dblbig.jpg
Buzzfeed,Apple Card Will Be Available To A Limited Number Of People Today,"For everyone else, the public launch of the new Apple credit card will be “at a later date this summer.”View Entire Post &rsaquo;","Wed, 07 Aug 2019 04:25:54 -0400",https://www.buzzfeednews.com/article/nicolenguyen/apple-card-preview-starts-today,https://img.buzzfeed.com/buzzfeed-static/static/2019-08/6/17/campaign_images/23e5e01344a8/apple-card-will-be-available-to-a-limited-number--2-1406-1565112316-0_dblbig.jpg
Buzzfeed,"E3 Accidentally Doxed Over 2,000 Journalists, YouTubers, And Streamers",The phone numbers and addresses were accidentally made public on the E3 Expo's website. The spreadsheet is now being shared across the internet.View Entire Post &rsaquo;,"Mon, 05 Aug 2019 22:35:13 -0400",https://www.buzzfeednews.com/article/ryanhatesthis/e3-leaked-2000-journalists-personal-info,https://img.buzzfeed.com/buzzfeed-static/static/2019-08/5/22/campaign_images/5db3ca512b4d/e3-accidentally-doxed-over-2000-journalists-youtu-2-1804-1565044507-0_dblbig.jpg
Buzzfeed,YouTube Terminated The Account Of A 14-Year-Old Star Over Her Anti-Gay Video,"After her account was removed, Soph tweeted an image of herself with what appeared to be a gun, with the caption, “youtube headquarters here I come.”View Entire Post &rsaquo;","Wed, 07 Aug 2019 11:26:09 -0400",https://www.buzzfeednews.com/article/josephbernstein/youtube-terminates-account-of-14-year-old-star-over,https://img.buzzfeed.com/buzzfeed-static/static/2019-08/6/7/campaign_images/04c5b976001f/youtube-terminated-the-account-of-a-14-year-old-s-2-245-1565078207-6_dblbig.jpg
Buzzfeed,"Following The El Paso Mass Shooting, Security Service Cloudflare Is Ending Online Protections For 8chan",“The rationale is simple: they have proven themselves to be lawless and that lawlessness has caused multiple tragic deaths.”View Entire Post &rsaquo;,"Mon, 05 Aug 2019 19:19:37 -0400",https://www.buzzfeednews.com/article/ryanmac/cloudflare-8chan,https://img.buzzfeed.com/buzzfeed-static/static/2019-08/5/19/campaign_images/5f8c882bb1a3/following-the-el-paso-mass-shooting-security-serv-2-1289-1565032772-1_dblbig.jpg
Buzzfeed,The Problem Isn't 8chan. It's Americans.,Shutting down 8chan won’t fix this.View Entire Post &rsaquo;,"Tue, 06 Aug 2019 15:26:19 -0400",https://www.buzzfeednews.com/article/ryanhatesthis/the-problem-isnt-8chan-its-americans,https://img.buzzfeed.com/buzzfeed-static/static/2019-08/5/16/campaign_images/60cf16c0fc48/the-problem-isnt-8chan-its-americans-2-887-1565023290-0_dblbig.jpg
Buzzfeed,WhatsApp Is Now Letting Users Know When A Message Has Been Forwarded Too Many Times,The new feature is part of WhatsApp's efforts to curb how misinformation spreads on its platform.View Entire Post &rsaquo;,"Fri, 02 Aug 2019 14:29:50 -0400",https://www.buzzfeednews.com/article/pranavdixit/whatsapp-double-arrows-forwarded-messages-misinformation,https://img.buzzfeed.com/buzzfeed-static/static/2019-08/2/14/campaign_images/08f7f1c64bf5/whatsapp-is-now-letting-users-know-when-a-message-2-347-1564756185-0_dblbig.jpg
Buzzfeed,The Future Of The Mall Might Be On Your College Campus,Why a growing number of colleges and universities are becoming retail landlords.View Entire Post &rsaquo;,"Wed, 07 Aug 2019 16:11:02 -0400",https://www.buzzfeednews.com/article/leticiamiranda/the-future-of-the-mall-might-be-on-your-college-campus,https://img.buzzfeed.com/buzzfeed-static/static/2019-08/7/16/campaign_images/a3410f4187b9/the-future-of-the-mall-might-be-on-your-college-c-2-2784-1565194257-0_dblbig.jpg
Buzzfeed,In Defense Of Celebrity Stunt Weddings,"Wedding content has been one of the biggest ways that mainstream culture celebrates white hetero femininity, so of course women from Elizabeth Taylor to Tana Mongeau have used it to their advantage.View Entire Post &rsaquo;","Fri, 02 Aug 2019 18:25:59 -0400",https://www.buzzfeednews.com/article/pdominguez/jake-paul-tana-mongeau-wedding-influencers-youtube,https://img.buzzfeed.com/buzzfeed-static/static/2019-08/1/19/campaign_images/8294b8b38cb2/in-defense-of-celebrity-stunt-weddings-2-3978-1564686901-0_dblbig.jpg
Buzzfeed,The FTC Said You’ll Get “Nowhere Near” $125 From Equifax. Here’s How To Switch To Credit Monitoring.,"The FTC said that, as a result of an “overwhelming” response to the Equifax settlement, people who have filed claims are going to get “nowhere near” $125.View Entire Post &rsaquo;","Thu, 01 Aug 2019 05:09:38 -0400",https://www.buzzfeednews.com/article/nicolenguyen/the-ftc-says-you-probably-wont-get-125-from-equifax-heres,https://img.buzzfeed.com/buzzfeed-static/static/2019-08/1/5/campaign_images/3c0377db0ca1/the-ftc-said-youll-get-nowhere-near-125-from-equi-2-2040-1564636172-0_dblbig.jpg
Buzzfeed,A Christian Satire Site Says Fact-Checkers Are Helping Facebook De-Platform Conservatives,"“By lumping us in with fake news and questioning whether we really qualify as satire, Snopes appears to be actively engaged in an effort to discredit and deplatform us.”View Entire Post &rsaquo;","Fri, 02 Aug 2019 20:02:31 -0400",https://www.buzzfeednews.com/article/ryanhatesthis/a-christian-satire-site-is-pushing-a-conspiracy-that-fact,https://img.buzzfeed.com/buzzfeed-static/static/2019-08/2/20/campaign_images/9bf1d6a10941/a-christian-satire-site-says-fact-checkers-are-he-2-1286-1564776146-0_dblbig.jpg
Buzzfeed,43 Heartbreaking Stories About How Families Paid For College,"""My parents had to take out a 401(k) loan, but in the end, they were homeless while I was in college.""View Entire Post &rsaquo;","Wed, 07 Aug 2019 02:25:39 -0400",https://www.buzzfeednews.com/article/venessawong/how-families-pay-for-college-true-stories,https://img.buzzfeed.com/buzzfeed-static/static/2019-07/31/22/campaign_images/cebec357250e/43-heartbreaking-stories-about-how-families-paid--2-1163-1564612371-0_dblbig.jpg
Buzzfeed,The Honest Truth About Being Raised By An Extremely Online Parent,“He helped me create my Twitter account when I was 5.”View Entire Post &rsaquo;,"Mon, 29 Jul 2019 05:58:35 -0400",https://www.buzzfeednews.com/article/tomgara/how-to-raise-an-extremely-online-parent,https://img.buzzfeed.com/buzzfeed-static/static/2019-07/29/5/campaign_images/ca6540d7cbc7/the-honest-truth-about-being-raised-by-an-extreme-2-9672-1564379911-0_dblbig.jpg
Buzzfeed,32 Times Parents Shared TMI About Their Kids On Social Media,"Three words: ""partial nip slip.""View Entire Post &rsaquo;","Sat, 27 Jul 2019 16:26:29 -0400",https://www.buzzfeednews.com/article/venessawong/parents-humiliate-kids-online,https://img.buzzfeed.com/buzzfeed-static/static/2019-07/26/20/campaign_images/a1e8640375fb/32-times-parents-shared-tmi-about-their-kids-on-s-2-1545-1564172805-1_dblbig.jpg
Buzzfeed,"There's An Underground Economy Selling Links From The New York Times, BBC, CNN, And Other Big News Sites","“I'm very impressed,” wrote a satisfied customer who paid to have a link in an old New York Times article redirected to their website.View Entire Post &rsaquo;","Tue, 30 Jul 2019 13:25:49 -0400",https://www.buzzfeednews.com/article/deansterlingjones/links-for-sale-on-major-news-wesbites,https://img.buzzfeed.com/buzzfeed-static/static/2019-07/26/17/campaign_images/4026306fd124/theres-an-underground-economy-selling-links-from--2-1055-1564161008-1_dblbig.jpg
Buzzfeed,Baby Boomers Can’t Stop Sharing Photos Of Their Grandkids. Millennial Parents Aren’t Happy.,Parents who choose not to post photos of their kids on social media struggle when Facebook-happy older relatives break the rules.View Entire Post &rsaquo;,"Thu, 08 Aug 2019 16:26:21 -0400",https://www.buzzfeednews.com/article/katienotopoulos/the-biggest-risk-to-your-childs-online-privacy-grandma,https://img.buzzfeed.com/buzzfeed-static/static/2019-07/25/18/campaign_images/27c1f86e763a/the-biggest-risk-to-your-childs-online-privacy-gr-2-1856-1564080750-0_dblbig.jpg
Buzzfeed,How Nextdoor Became *The* Platform For Scammers To Rip Off Your Parents,Nextdoor is a great place to complain about a neighbor’s barking dog. It’s also a petri dish for low-level crime.View Entire Post &rsaquo;,"Thu, 25 Jul 2019 15:25:52 -0400",https://www.buzzfeednews.com/article/nicolenguyen/nextdoor-scams,https://img.buzzfeed.com/buzzfeed-static/static/2019-07/24/20/campaign_images/77b9916d2ee3/how-nextdoor-became-the-platform-for-scammers-to--2-3814-1563998652-0_dblbig.jpg
Buzzfeed,The Man Who Built The Retweet: “We Handed A Loaded Weapon To 4-Year-Olds”,The button that ruined the internet — and how to fix it.View Entire Post &rsaquo;,"Wed, 31 Jul 2019 14:26:01 -0400",https://www.buzzfeednews.com/article/alexkantrowitz/how-the-retweet-ruined-the-internet,https://img.buzzfeed.com/buzzfeed-static/static/2019-07/24/3/campaign_images/48e25e94309d/the-man-who-built-the-retweet-we-handed-a-loaded--2-1149-1563939516-0_dblbig.jpg
Buzzfeed,What To Do If The Older People In Your Life Are Sharing False Or Extreme Content,“What do you do when your parents go from posting Minions to posting hard-right memes about cement milkshakes?”View Entire Post &rsaquo;,"Tue, 30 Jul 2019 09:26:19 -0400",https://www.buzzfeednews.com/article/craigsilverman/young-people-worry-about-older-people-sharing-fake-news,https://img.buzzfeed.com/buzzfeed-static/static/2019-07/29/16/campaign_images/6b459d32a221/what-to-do-if-the-older-people-in-your-life-are-s-2-3094-1564419047-0_dblbig.jpg
Buzzfeed,What To Do When Your Parents Are Embarrassing You Online,Family therapists share expert tips on how to confront the people who raised you.View Entire Post &rsaquo;,"Wed, 24 Jul 2019 18:59:44 -0400",https://www.buzzfeednews.com/article/nicolenguyen/how-to-talk-to-your-parents-about-not-sharing-your-shit,https://img.buzzfeed.com/buzzfeed-static/static/2019-07/24/14/campaign_images/5c6242ac77e7/what-to-do-when-your-parents-are-embarrassing-you-2-220-1563979442-0_dblbig.jpg
Buzzfeed,Tell Us How Your Parents Ruined Your Privacy Or Embarrassed You On Social Media,It happens to us all tbh.View Entire Post &rsaquo;,"Wed, 24 Jul 2019 14:51:12 -0400",https://www.buzzfeed.com/venessawong/parents-blow-your-spot-embarrassed-you-tell-us,https://img.buzzfeed.com/buzzfeed-static/static/2019-07/24/14/campaign_images/9720c38e0d47/tell-us-how-your-parents-ruined-your-privacy-or-e-2-2557-1563979867-0_dblbig.jpg
